,telefono,is_intercettato
31475,+393277825795,N
31476,+393482774462,N
31477,+393348217220,N
31478,+393800014212,N
31479,+393917442631,N
31480,+393898818217,N
31481,+393272221984,N
31482,+393935445312,N
31483,+492381793412,N
31484,+393452219532,N
31485,+393898530318,N
31486,+393483658120,N
31487,+393802613755,N
31488,+393299213624,N
31489,+393285793785,N
31490,+494414189535,N
31491,+497521442111,N
31492,+393293142886,N
31493,+393803828376,N
31494,+393898773249,N
31495,+393290274736,N
31496,+393248790675,N
31497,+393273055044,N
31498,+393289139310,N
31499,+393206485728,N
31500,+971561767042,N
31501,+40766300147,N
31502,+40767573942,N
31503,+393281518654,N
31504,+393272068325,N
31505,+393498864480,N
31506,+393480466082,N
31507,+393246831504,N
31508,+393299390439,N
31509,+393339420996,N
31510,+393203127855,N
31511,+393248207434,N
31512,+393299171348,N
31513,+393294615986,N
31514,+393478210883,N
31515,+393280240945,N
31516,+393924156320,N
31517,+393201452988,N
31518,+393457189786,N
31519,+393938509882,N
31520,+393204848012,N
31521,+393890649005,N
31522,+393512929845,N
31523,+393273175543,N
31524,+393299316017,N
31525,+393899385852,N
31526,+393805890816,N
31527,+393388682805,N
31528,+393408338551,N
31529,+393883930671,N
31530,+393297139638,N
31531,+40761312443,N
31532,+393533755652,N
31533,+393499155812,N
31534,+393800067309,N
31535,+393282839944,N
31536,+13076557135,N
31537,+393409885968,N
31538,+393886341438,N
31539,+393889307624,N
31540,+393455006532,N
31541,+393891399387,N
31542,+393533173730,N
31543,+393280034034,N
31544,+40745863584,N
31545,+212613407284,N
31546,+393802180751,N
31547,+393939632143,N
31548,+393889205137,N
31549,+393273424383,N
31550,+393884677671,N
31551,+393207884252,N
31552,+393425909485,N
31553,+393476307154,N
31554,+393208260877,N
31555,+393202713834,N
31556,+393273427926,N
31557,+393207173182,N
31558,+393510576877,N
31559,+393272479790,N
31560,+393881703989,N
31561,+393202882614,N
31562,+393246232999,N
31563,+393776975953,N
31564,+393883826816,N
31565,+393880585994,N
31566,+393280948405,N
31567,+40760602962,N
31568,+40762185276,N
31569,+393394272082,N
31570,+393887541030,N
31571,+393270647826,N
31572,+393887292658,N
31573,+393802643649,N
31574,+393205548441,N
31575,+393921863654,N
31576,+393298827487,N
31577,+393292964052,N
31578,+393338966703,N
31579,+48690388936,N
31580,+40766701307,N
31581,+40766288592,N
31582,+393202405710,N
31583,+393297660862,N
31584,+393296128069,N
31585,+393892942052,N
31586,+393291442443,N
31587,+393387554585,N
31588,+393284490099,N
31589,+40769501294,N
31590,+393299495560,N
31591,+393479289755,N
31592,+212621601144,N
31593,+393882476713,N
31594,+13072016318,N
31595,+393913907140,N
31596,+393402859379,N
31597,+393471312388,N
31598,+393881077001,N
31599,+393338664230,N
31600,+393894516379,N
31601,+393281640693,N
31602,+495647648205,N
31603,+393881411404,N
31604,+393283179820,N
31605,+40765870336,N
31606,+393290716347,N
31607,+393281356042,N
31608,+393299710038,N
31609,+393284784351,N
31610,+393313072993,N
31611,+447463102091,N
31612,+393202362818,N
31613,+393403441824,N
31614,+393922441445,N
31615,+393892178271,N
31616,+393331199154,N
31617,+40234380362,N
31618,+393272860009,N
31619,+393287790620,N
31620,+393891935376,N
31621,+393289515487,N
31622,+393899922667,N
31623,+393317819104,N
31624,+17147073260,N
31625,+40766002610,N
31626,+393283457434,N
31627,+40773940029,N
31628,+393897918091,N
31629,+393248165359,N
31630,+393808604291,N
31631,+393287787671,N
31632,+393277883421,N
31633,+393245915354,N
31634,+393492459946,N
31635,+393801717435,N
31636,+393533813784,N
31637,+393286119115,N
31638,+393927540359,N
31639,+40784850760,N
31640,+393801728902,N
31641,+393290117454,N
31642,+40769986398,N
31643,+393895223904,N
31644,+393206146747,N
31645,+393924424143,N
31646,+34666620296,N
31647,+393280370605,N
31648,+393406874191,N
31649,+393479727464,N
31650,+393280807206,N
31651,+3934921847+,N
31652,+393289735816,N
31653,+393334075922,N
31654,+393426176612,N
31655,+393893477912,N
31656,+393298628141,N
31657,+393405727754,N
31658,+393487026132,N
31659,+393204466891,N
31660,+393383175088,N
31661,+393291404283,N
31662,+393426216527,N
31663,+393274947549,N
31664,+393894922355,N
31665,+393481385117,N
31666,+40767534687,N
31667,+393512681283,N
31668,+393420114186,N
31669,+393903929165860,N
31670,+393296164430,N
31671,+393294970329,N
31672,+393284184289,N
31673,+393203027227,N
31674,+393895799527,N
31675,+393393527791,N
31676,+337577654365,N
31677,+40762271549,N
31678,+393203148164,N
31679,+393292463311,N
31680,+393335660371,N
31681,+393278387223,N
31682,+495777654304,N
31683,+497877654301,N
31684,+393289606329,N
31685,+393282861880,N
31686,+393891645799,N
31687,+393891551195,N
31688,+393498842776,N
31689,+393248334829,N
31690,+393291153469,N
31691,+393203881721,N
31692,+393273833028,N
31693,+393248443205,N
31694,+393498125139,N
31695,+393208563326,N
31696,+393280718482,N
31697,+393457347885,N
31698,+393245647150,N
31699,+393289185292,N
31700,+393284375002,N
31701,+393245688568,N
31702,+393888408527,N
31703,+393894941903,N
31704,+393505163076,N
31705,+393890684386,N
31706,+393903533943673,N
31707,+40763976331,N
31708,+393337959619,N
31709,+393458813013,N
31710,+393204040837,N
31711,+393471096629,N
31712,+393299775550,N
31713,+393334883201,N
31714,+393885787179,N
31715,+393891926884,N
31716,+393804616334,N
31717,+393533838096,N
31718,+393403854483,N
31719,+393407789692,N
31720,+393479013512,N
31721,+393204096449,N
31722,+393479434211,N
31723,+393298498385,N
31724,+393455394088,N
31725,+393291017667,N
31726,+393270127859,N
31727,+393881205228,N
31728,+393486359947,N
31729,+393895206493,N
31730,+393293445406,N
31731,+393286724043,N
31732,+393703462866,N
31733,+393665031987,N
31734,+337877654344,N
31735,+334377654379,N
31736,+393275907962,N
31737,+393246940587,N
31738,+48223897434,N
31739,+393208761635,N
31740,+393288061142,N
31741,+393313684179,N
31742,+393396141247,N
31743,+393386270460,N
31744,+393245624376,N
31745,+393464313464,N
31746,+393801708708,N
31747,+393206972016,N
31748,+393894836405,N
31749,+393484601725,N
31750,+393278154125,N
31751,+393343032553,N
31752,+393283847009,N
31753,+393283559149,N
31754,+393280011684,N
31755,+393801253425,N
31756,+393892155978,N
31757,+393493067631,N
31758,+393270051734,N
31759,+393403953972,N
31760,+393202941641,N
31761,+393297555603,N
31762,+393313845399,N
31763,+393384015259,N
31764,+393246054591,N
31765,+393494022368,N
31766,+393888154302,N
31767,+393475557559,N
31768,+393245653696,N
31769,+393246923346,N
31770,+393804782375,N
31771,+393894774979,N
31772,+393898967666,N
31773,+393296670728,N
31774,+393286973567,N
31775,+393801033502,N
31776,+393487957699,N
31777,+393248069441,N
31778,+393803830994,N
31779,+393397067467,N
31780,+393898722073,N
31781,+393284104101,N
31782,+34634105135,N
31783,+34604120726,N
31784,+393271765422,N
31785,+393277699451,N
31786,+393490196434,N
31787,+40787824060,N
31788,+393248979268,N
31789,+393289110604,N
31790,+393292015472,N
31791,+393270360099,N
31792,+393278647443,N
31793,+393286262131,N
31794,+40763659010,N
31795,+13075431129,N
31796,+334611886285,N
31797,+493180550505,N
31798,+337411886284,N
31799,+393881266910,N
31800,+393319671170,N
31801,+393278292486,N
31802,+40786645819,N
31803,+393290739869,N
31804,+393392693207,N
31805,+393331306267,N
31806,+393297760214,N
31807,+31703696046,N
31808,+393519690320,N
31809,+393800026469,N
31810,+393284574018,N
31811,+393287657979,N
31812,+393471158680,N
31813,+393314165116,N
31814,+393476381597,N
31815,+393888916164,N
31816,+393476292784,N
31817,+2348168830287,N
31818,+393284745039,N
31819,+393888986384,N
31820,+393403416579,N
31821,+393930335774,N
31822,+393894331850,N
31823,+393663394275,N
31824,+40766496751,N
31825,+393318627788,N
31826,+393318024021,N
31827,+393249036044,N
31828,+393290353879,N
31829,+393921621367,N
31830,+393278117110,N
31831,+393923674250,N
31832,+393273571578,N
31833,+393533924003,N
31834,+393284457026,N
31835,+393278596652,N
31836,+40769319113,N
31837,+393314619347,N
31838,+393381129279,N
31839,+393886460236,N
31840,+393396203018,N
31841,+393298380174,N
31842,+393335740908,N
31843,+393387255129,N
31844,+393319190972,N
31845,+393273418593,N
31846,+393498133612,N
31847,+393313602928,N
31848,+393209054865,N
31849,+393892437760,N
31850,+393207207229,N
31851,+393299698747,N
31852,+393802636206,N
31853,+393484552656,N
31854,+393293047237,N
31855,+393293337680,N
31856,+393505357650,N
31857,+393297085040,N
31858,+393883432547,N
31859,+393208072415,N
31860,+3939204797+,N
31861,+393911282375,N
31862,+393271756149,N
31863,+2348148479165,N
31864,+393407314305,N
31865,+393336020136,N
31866,+393200925265,N
31867,+393273579426,N
31868,+393884928393,N
31869,+393201573345,N
31870,+393903533980652,N
31871,+40765732224,N
31872,+393473647511,N
31873,+393800017119,N
31874,+393451354716,N
31875,+393468666024,N
31876,+393293918339,N
31877,+393480375616,N
31878,+393279425852,N
31879,+393409984190,N
31880,+393294746762,N
31881,+393883549521,N
31882,+393297832654,N
31883,+393338020124,N
31884,+393281335934,N
31885,+393891713903,N
31886,+393394802589,N
31887,+393496710616,N
31888,+393317141133,N
31889,+40769672287,N
31890,+393381700513,N
31891,+393533882548,N
31892,+393294782088,N
31893,+393292288220,N
31894,+393921626861,N
31895,+393473255950,N
31896,+393207230404,N
31897,+393479852342,N
31898,+823180620766,N
31899,+393345415855,N
31900,+393887920071,N
31901,+393275527267,N
31902,+393457058177,N
31903,+393458888827,N
31904,+393337569827,N
31905,+393407852589,N
31906,+393294698630,N
31907,+393394632583,N
31908,+393885663968,N
31909,+393201439626,N
31910,+393339810450,N
31911,+393338321235,N
31912,+393895689986,N
31913,+393533991706,N
31914,+393283717869,N
31915,+393803830456,N
31916,+390283623510,N
31917,+393200971848,N
31918,+393202607907,N
31919,+174722931+,N
31920,+393387786477,N
31921,+393884535403,N
31922,+393807565047,N
31923,+393533924658,N
31924,+393800058359,N
31925,+40787603511,N
31926,+393896550851,N
31927,+40765877172,N
31928,+393285509726,N
31929,+393895194479,N
31930,+393273883449,N
31931,+393894419811,N
31932,+3932773159+,N
31933,+393803768761,N
31934,+393205529205,N
31935,+393492842386,N
31936,+393922502966,N
31937,+393209178628,N
31938,+393394760903,N
31939,+393297471309,N
31940,+393382794691,N
31941,+393345419521,N
31942,+393290159238,N
31943,+393284665170,N
31944,+393335409584,N
31945,+393802120272,N
31946,+393248473629,N
31947,+393248405489,N
31948,+393467063514,N
31949,+393938736150,N
31950,+3938993084+,N
31951,+393464312951,N
31952,+393533987541,N
31953,+393279371261,N
31954,+393895245665,N
31955,+40762596917,N
31956,+393297213792,N
31957,+393282059125,N
31958,+393249566093,N
31959,+393389699903,N
31960,+393512089649,N
31961,+393270226105,N
31962,+393924872137,N
31963,+393280861847,N
31964,+393295657808,N
31965,+393314198640,N
31966,+393894651268,N
31967,+393894808538,N
31968,+393203761937,N
31969,+393455746683,N
31970,+393248080858,N
31971,+393291555756,N
31972,+393887938788,N
31973,+393895310949,N
31974,+393881204885,N
31975,+393278151239,N
31976,+393661319378,N
31977,+393383190510,N
31978,+393733039089,N
31979,+393293611026,N
31980,+359879587250,N
31981,+393801560124,N
31982,+393276371792,N
31983,+393206272735,N
31984,+393891007740,N
31985,+393388599482,N
31986,+393247744011,N
31987,+393293284530,N
31988,+40760611662,N
31989,+393279513986,N
31990,+393664950196,N
31991,+393895852591,N
31992,+393297231714,N
31993,+393803688795,N
31994,+393289245125,N
31995,+3934508569+,N
31996,+393391088142,N
31997,+393889286818,N
31998,+393245498692,N
31999,+393511020542,N
32000,+40766456258,N
32001,+393937344037,N
32002,+393383355569,N
32003,+393478151477,N
32004,+40764782234,N
32005,+393403749803,N
32006,+393881634289,N
32007,+393886457580,N
32008,+393288740255,N
32009,+393889596277,N
32010,+393495357664,N
32011,+393278464906,N
32012,+393428314585,N
32013,+393339317257,N
32014,+393883896092,N
32015,+393296346715,N
32016,+393289593139,N
32017,+393275886313,N
32018,+393807927675,N
32019,+393485123995,N
32020,+393245649545,N
32021,+393245516861,N
32022,+393441283781,N
32023,+393533908315,N
32024,+393205860650,N
32025,+393478741274,N
32026,+393277621686,N
32027,+393205522403,N
32028,+393403608589,N
32029,+393480871997,N
32030,+393492736139,N
32031,+393343378788,N
32032,+393205871872,N
32033,+393899924606,N
32034,+393280145583,N
32035,+393894638239,N
32036,+393343568148,N
32037,+393892886474,N
32038,+393205870780,N
32039,+393926249593,N
32040,+393470840489,N
32041,+393881673519,N
32042,+393533943673,N
32043,+393274437058,N
32044,+393291553834,N
32045,+393313663607,N
32046,+393381526641,N
32047,+393271127994,N
32048,+393480491165,N
32049,+393277863620,N
32050,+393914388579,N
32051,+393389020674,N
32052,+393425171977,N
32053,+393203449064,N
32054,+393518913725,N
32055,+393274408594,N
32056,+393886516079,N
32057,+393291012363,N
32058,+393382092322,N
32059,+393889561239,N
32060,+393274555556,N
32061,+393383543222,N
32062,+393898857061,N
32063,+393336891115,N
32064,+393892431057,N
32065,+393246880761,N
32066,+333426274179,N
32067,+40767758412,N
32068,+393800034177,N
32069,+393911470297,N
32070,+393890070275,N
32071,+393276171874,N
32072,+393462439035,N
32073,+393272082013,N
32074,+393475968175,N
32075,+491760254333,N
32076,+393533835575,N
32077,+393668396004,N
32078,+393282612512,N
32079,+393290649372,N
32080,+393205619548,N
32081,+393880506715,N
32082,+393203854775,N
32083,+393207612202,N
32084,+393478002797,N
32085,+393510115348,N
32086,+393281944829,N
32087,+393889857947,N
32088,+393275795041,N
32089,+393203354965,N
32090,+393922321361,N
32091,+393739028899,N
32092,+393474818273,N
32093,+393381895531,N
32094,+393391003396,N
32095,+393384708085,N
32096,+393334436838,N
32097,+393281250390,N
32098,+393295888511,N
32099,+393288666664,N
32100,+393287791120,N
32101,+393494967671,N
32102,+393442618873,N
32103,+393884661327,N
32104,+393892069973,N
32105,+393533977547,N
32106,+393894835954,N
32107,+15123354837,N
32108,+393801477051,N
32109,+393661134393,N
32110,+393280112761,N
32111,+393288774102,N
32112,+393341523339,N
32113,+393401627194,N
32114,+393281473806,N
32115,+393889831096,N
32116,+393664928150,N
32117,+393888973774,N
32118,+393803733472,N
32119,+393404753594,N
32120,+393272047053,N
32121,+393312240869,N
32122,+393883442757,N
32123,+393280226577,N
32124,+393903533991038,N
32125,+393913110728,N
32126,+393533991703,N
32127,+393903355913682,N
32128,+393248375843,N
32129,+393285316754,N
32130,+393891023045,N
32131,+3933911194+,N
32132,+393288832321,N
32133,+393282877281,N
32134,+442034778325,N
32135,+393288453081,N
32136,+393452639241,N
32137,+393805335652,N
32138,+393882535201,N
32139,+393290467638,N
32140,+393276259370,N
32141,+31617184087,N
32142,+393333184018,N
32143,+390902403740,N
32144,+393200723966,N
32145,+393204635845,N
32146,+393383388716,N
32147,+393472539329,N
32148,+393895946475,N
32149,+393288936898,N
32150,+393802664777,N
32151,+393294953305,N
32152,+393391488410,N
32153,+39337875540,N
32154,+337136841869,N
32155,+337636841891,N
32156,+393356153408,N
32157,+393201911954,N
32158,+393248982810,N
32159,+393883666486,N
32160,+393401934621,N
32161,+393386390027,N
32162,+393733417957,N
32163,+393395956120,N
32164,+393201140182,N
32165,+393274944092,N
32166,+393408650882,N
32167,+393247819695,N
32168,+393289181818,N
32169,+393278732496,N
32170,+393533201302,N
32171,+393205332956,N
32172,+393450413368,N
32173,+393800179397,N
32174,+393384274924,N
32175,+393800130530,N
32176,+393805853873,N
32177,+393248886629,N
32178,+393881792011,N
32179,+212690212596,N
32180,+393281980646,N
32181,+393888422733,N
32182,+393806480097,N
32183,+393299848327,N
32184,+393483057573,N
32185,+393893155196,N
32186,+393294089268,N
32187,+393393768369,N
32188,+393885843135,N
32189,+393288506870,N
32190,+393205869282,N
32191,+393383049443,N
32192,+393397178880,N
32193,+393271717073,N
32194,+393464059361,N
32195,+393286171988,N
32196,+393246940493,N
32197,+13072578120,N
32198,+393898487711,N
32199,+393484607564,N
32200,+393450157793,N
32201,+393804373498,N
32202,+393246192488,N
32203,+393895522083,N
32204,+393288622112,N
32205,+393314192170,N
32206,+393290023224,N
32207,+393281334575,N
32208,+393491275254,N
32209,+393272038882,N
32210,+393200536411,N
32211,+393294930267,N
32212,+393246965980,N
32213,+393206396016,N
32214,+393202762387,N
32215,+393339635605,N
32216,+393466783541,N
32217,+393804792935,N
32218,+393248989912,N
32219,+393899237261,N
32220,+962785123612,N
32221,+393896642482,N
32222,+393498462960,N
32223,+393397927144,N
32224,+393881577131,N
32225,+393292927025,N
32226,+393291539696,N
32227,+40701440206,N
32228,+393204285843,N
32229,+393777093958,N
32230,+393341436050,N
32231,+393347972282,N
32232,+393282912848,N
32233,+393297950973,N
32234,+393881294087,N
32235,+393332579036,N
32236,+393207924885,N
32237,+34611231822,N
32238,+393401613516,N
32239,+393389300950,N
32240,+393351610693,N
32241,+393201732239,N
32242,+393271094321,N
32243,+393296083355,N
32244,+393383618702,N
32245,+393299286893,N
32246,+40786302775,N
32247,+393282514680,N
32248,+393318647460,N
32249,+393400746638,N
32250,+393290967973,N
32251,+393921812461,N
32252,+393395350845,N
32253,+4915218206065,N
32254,+393387231377,N
32255,+393888344761,N
32256,+393278492601,N
32257,+393208413709,N
32258,+393665360772,N
32259,+393733099402,N
32260,+393800174535,N
32261,+393335012994,N
32262,+393392812142,N
32263,+393240891842,N
32264,+393713679573,N
32265,+393937879693,N
32266,+393891770375,N
32267,+393290310852,N
32268,+393331648371,N
32269,+3934097994+,N
32270,+393511345496,N
32271,+393661899365,N
32272,+393383588745,N
32273,+393498462906,N
32274,+393288355874,N
32275,+393335718070,N
32276,+393898714790,N
32277,+40754315870,N
32278,+393204435784,N
32279,+393273486539,N
32280,+393200548288,N
32281,+3934964335+,N
32282,+393278680753,N
32283,+40766003027,N
32284,+393274663712,N
32285,+393663284191,N
32286,+393204473160,N
32287,+393273270714,N
32288,+393200428233,N
32289,+393407953599,N
32290,+393287894418,N
32291,+393276153148,N
32292,+40749276460,N
32293,+393206630676,N
32294,+393291374308,N
32295,+393500697921,N
32296,+393276949518,N
32297,+393471793420,N
32298,+393385759021,N
32299,+393466421316,N
32300,+393453350092,N
32301,+393292054765,N
32302,+393409129486,N
32303,+393473181725,N
32304,+393290456884,N
32305,+393240785566,N
32306,+393289776849,N
32307,+393457335124,N
32308,+393248789503,N
32309,+393800129775,N
32310,+393206238034,N
32311,+393801408598,N
32312,+393205841249,N
32313,+393463912765,N
32314,+393774236817,N
32315,+393275557856,N
32316,+393510917650,N
32317,+393806529350,N
32318,+393204625534,N
32319,+393249948083,N
32320,+40766005453,N
32321,+393917245098,N
32322,+40766005467,N
32323,+40766005060,N
32324,+393880529203,N
32325,+393459143398,N
32326,+393903888397662,N
32327,+393497524911,N
32328,+393880970211,N
32329,+393494523785,N
32330,+40761162031,N
32331,+393801585539,N
32332,+393800132453,N
32333,+393287430890,N
32334,+393498665999,N
32335,+4915213313585,N
32336,+393274761853,N
32337,+393808996802,N
32338,+40754426007,N
32339,+393934519847,N
32340,+393800234773,N
32341,+393477545413,N
32342,+393282593335,N
32343,+336078810098,N
32344,+393317000601,N
32345,+393206214107,N
32346,+393891490602,N
32347,+40783052007,N
32348,+393899997719,N
32349,+40745703048,N
32350,+393895516343,N
32351,+393392259698,N
32352,+393472383124,N
32353,+393292066912,N
32354,+393294725591,N
32355,+393470377874,N
32356,+393485180501,N
32357,+393889321789,N
32358,+393342421708,N
32359,+393487787820,N
32360,+393883022562,N
32361,+393774321412,N
32362,+393512652312,N
32363,+393401409797,N
32364,+393498595794,N
32365,+393341917896,N
32366,+393395043244,N
32367,+17864088353,N
32368,+3917864088353,N
32369,+393283691144,N
32370,+393938091208,N
32371,+393200635737,N
32372,+393489182174,N
32373,+393394934851,N
32374,+393337691565,N
32375,+393887255774,N
32376,+393887226055,N
32377,+393884881644,N
32378,+393286250939,N
32379,+393335624327,N
32380,+393249823195,N
32381,+393897913424,N
32382,+393928393082,N
32383,+393351207629,N
32384,+393494100636,N
32385,+393291080878,N
32386,+393890054618,N
32387,+393662461087,N
32388,+393294271349,N
32389,+393889021077,N
32390,+393284145572,N
32391,+393337515109,N
32392,+393898836596,N
32393,+393805979028,N
32394,+393247986770,N
32395,+40740609452,N
32396,+393273218790,N
32397,+393207882550,N
32398,+393466141045,N
32399,+393939576393,N
32400,+393478725674,N
32401,+393281397058,N
32402,+393207979979,N
32403,+393903928551502,N
32404,+393890408911,N
32405,+393248976889,N
32406,+393890906659,N
32407,+393247483989,N
32408,+393284086295,N
32409,+390000000000,N
32410,+393881446575,N
32411,+393294165528,N
32412,+40748115321,N
32413,+393276305616,N
32414,+393891212425,N
32415,+393408450089,N
32416,+393277782144,N
32417,+393296545113,N
32418,+393891036148,N
32419,+3932069539+,N
32420,+393800146312,N
32421,+393913037306,N
32422,+393202124905,N
32423,+393282636932,N
32424,+393289619501,N
32425,+40785535891,N
32426,+393454312959,N
32427,+13074817065,N
32428,+393207003798,N
32429,+393297662276,N
32430,+393408426693,N
32431,+393914927365,N
32432,+393284594378,N
32433,+393880507636,N
32434,+3932864354+,N
32435,+393931562551,N
32436,+393333969999,N
32437,+393331265426,N
32438,+393276792737,N
32439,+13072753091,N
32440,+393533543451,N
32441,+393881747113,N
32442,+393473655121,N
32443,+393283277689,N
32444,+393294034872,N
32445,+393472251843,N
32446,+393276724324,N
32447,+393921559033,N
32448,+393294285987,N
32449,+393807926239,N
32450,+393312682436,N
32451,+393290097961,N
32452,+393890249888,N
32453,+393356168097,N
32454,+393272287195,N
32455,+393279135172,N
32456,+393277799968,N
32457,+393288795254,N
32458,+393201927354,N
32459,+393349705535,N
32460,+447448531493,N
32461,+393895758117,N
32462,+393805968474,N
32463,+393396874638,N
32464,+393895349393,N
32465,+393383186169,N
32466,+393382838765,N
32467,+393293304156,N
32468,+393663794566,N
32469,+393240868319,N
32470,+40767951069,N
32471,+393925750922,N
32472,+393398385024,N
32473,+393884598206,N
32474,+40746928247,N
32475,+393897855458,N
32476,+393248321164,N
32477,+393468483295,N
32478,+393477126297,N
32479,+393886397512,N
32480,+393270461055,N
32481,+393296795695,N
32482,+393203220545,N
32483,+393298015846,N
32484,+393288715117,N
32485,+380953422745,N
32486,+393932326236,N
32487,+393299516241,N
32488,+393807537234,N
32489,+393893443780,N
32490,+393279884832,N
32491,+393284177434,N
32492,+393274056691,N
32493,+393388573248,N
32494,+393800034273,N
32495,+393800034790,N
32496,+393800132917,N
32497,+393295425681,N
32498,+393287790478,N
32499,+393925228271,N
32500,+393409661594,N
32501,+393492373820,N
32502,+393800234192,N
32503,+393800208912,N
32504,+393903920079038,N
32505,+393275676329,N
32506,+393388874288,N
32507,+393207106428,N
32508,+393271658485,N
32509,+393914984701,N
32510,+393475388374,N
32511,+393249587795,N
32512,+393407383854,N
32513,+393890636881,N
32514,+393299272018,N
32515,+39368667094,N
32516,+393397589892,N
32517,+393332819207,N
32518,+393351772443,N
32519,+393800126863,N
32520,+393533534170,N
32521,+393291861405,N
32522,+393409006363,N
32523,+393484401091,N
32524,+393510451801,N
32525,+393405921075,N
32526,+393533891619,N
32527,+393471394332,N
32528,+393289069654,N
32529,+393662308741,N
32530,+393200877976,N
32531,+393383367405,N
32532,+34632768445,N
32533,+393295643647,N
32534,+393279987456,N
32535,+393245476660,N
32536,+393505056098,N
32537,+393533917831,N
32538,+393296972791,N
32539,+393892189081,N
32540,+393337840317,N
32541,+393249081504,N
32542,+393208204140,N
32543,+393282458802,N
32544,+40763386730,N
32545,+393883518113,N
32546,+393921098776,N
32547,+393318974769,N
32548,+393287884444,N
32549,+393466661831,N
32550,+393478800524,N
32551,+393498133204,N
32552,+393890160209,N
32553,+393331451344,N
32554,+393381970115,N
32555,+393206105587,N
32556,+393386814834,N
32557,+393392418856,N
32558,+393292388166,N
32559,+393381310886,N
32560,+393472373327,N
32561,+393394474204,N
32562,+393209118409,N
32563,+393899308170,N
32564,+393888147555,N
32565,+393207912008,N
32566,+393800167860,N
32567,+393388268776,N
32568,+393665954033,N
32569,+393800219492,N
32570,+393203029912,N
32571,+393394841892,N
32572,+393205860314,N
32573,+393205353757,N
32574,+393278452589,N
32575,+393347625187,N
32576,+393383380559,N
32577,+393334812895,N
32578,+393803684606,N
32579,+393337638830,N
32580,+393293449864,N
32581,+393240480321,N
32582,+4915218219571,N
32583,+393895582974,N
32584,+393884798214,N
32585,+393383390652,N
32586,+393342304842,N
32587,+393663955909,N
32588,+393200826953,N
32589,+393800236661,N
32590,+393895832556,N
32591,+393470456002,N
32592,+393883665123,N
32593,+393886421963,N
32594,+393273431726,N
32595,+393289245760,N
32596,+393800174834,N
32597,+393292187374,N
32598,+393278910130,N
32599,+393280520952,N
32600,+393450584268,N
32601,+393282545405,N
32602,+393408016623,N
32603,+393201483447,N
32604,+393319037878,N
32605,+393928282986,N
32606,+393385884132,N
32607,+393271948546,N
32608,+393533617678,N
32609,+393771499911,N
32610,+393512376819,N
32611,+393479721738,N
32612,+393285629530,N
32613,+393936276817,N
32614,+393408668638,N
32615,+393286818768,N
32616,+393451677530,N
32617,+393270429198,N
32618,+393200875371,N
32619,+393922235210,N
32620,+393806382373,N
32621,+393356983543,N
32622,+393318197263,N
32623,+393332295942,N
32624,+393802176534,N
32625,+393298120688,N
32626,+393281556461,N
32627,+393664302427,N
32628,+393343312441,N
32629,+33679085281,N
32630,+393313984262,N
32631,+393333351327,N
32632,+393894238715,N
32633,+393272685486,N
32634,+393209028649,N
32635,+393533213902,N
32636,+393800067838,N
32637,+393478262334,N
32638,+393428881075,N
32639,+393313485826,N
32640,+393298496159,N
32641,+393911883196,N
32642,+393342646879,N
32643,+393903342646879,N
32644,+393294852275,N
32645,+393248024126,N
32646,+393391335244,N
32647,+393500606555,N
32648,+393800158168,N
32649,+393880426884,N
32650,+447424124704,N
32651,+393440305695,N
32652,+393392088375,N
32653,+393279480136,N
32654,+393491160773,N
32655,+393335380982,N
32656,+393491934263,N
32657,+393894672822,N
32658,+393493498612,N
32659,+393287846576,N
32660,+3932064723+,N
32661,+393488072452,N
32662,+393297871860,N
32663,+393898872211,N
32664,+393208410121,N
32665,+393890004755,N
32666,+393384544775,N
32667,+393903428374828,N
32668,+393292628104,N
32669,+393533857008,N
32670,+393801436539,N
32671,+393926868835,N
32672,+393342337183,N
32673,+393274726737,N
32674,+393398761093,N
32675,+393892513125,N
32676,+393278350499,N
32677,+393249517991,N
32678,+393663514887,N
32679,+393485439722,N
32680,+393806944696,N
32681,+393298668832,N
32682,+393295370125,N
32683,+40764248443,N
32684,+393279327698,N
32685,+393281488775,N
32686,+393401016025,N
32687,+393450871274,N
32688,+393335829079,N
32689,+393402415627,N
32690,+393279521905,N
32691,+393200447229,N
32692,+393204824922,N
32693,+393246189307,N
32694,+393288837285,N
32695,+393882437506,N
32696,+393319796511,N
32697,+393248661482,N
32698,+393273172731,N
32699,+393924811012,N
32700,+393209338586,N
32701,+393471136171,N
32702,+19372034486,N
32703,+393294491760,N
32704,+393808688590,N
32705,+393469611797,N
32706,+393291126939,N
32707,+393278111974,N
32708,+393201154677,N
32709,+393270760199,N
32710,+390736258062,N
32711,+393886389817,N
32712,+393778334371,N
32713,+393206707826,N
32714,+393247996921,N
32715,+393277392565,N
32716,+393473118368,N
32717,+393486649183,N
32718,+393295811711,N
32719,+393205774689,N
32720,+393460876714,N
32721,+393395496241,N
32722,+393892047235,N
32723,+393894678479,N
32724,+393286057527,N
32725,+393290012153,N
32726,+393899571659,N
32727,+393801438508,N
32728,+393270406409,N
32729,+393890070522,N
32730,+40762625353,N
32731,+393511366769,N
32732,+393336162013,N
32733,+393200653842,N
32734,+393925079414,N
32735,+393498593339,N
32736,+393500642635,N
32737,+393479310041,N
32738,+393896655538,N
32739,+393385750042,N
32740,+393483820552,N
32741,+393895433795,N
32742,+393203049559,N
32743,+393245933432,N
